"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Bench Press (Barbell)",,"",3,"normal",46,10,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Bench Press (Barbell)",,"",4,"normal",46,7,,,10
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Overhead Press (Dumbbell)",0,"",0,"normal",20,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Overhead Press (Dumbbell)",0,"",1,"normal",20,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Overhead Press (Dumbbell)",0,"",2,"normal",20,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Overhead Press (Dumbbell)",0,"",3,"normal",20,12,,,10
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Bicep Curl (Dumbbell)",0,"",0,"normal",20,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Bicep Curl (Dumbbell)",0,"",1,"normal",20,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Bicep Curl (Dumbbell)",0,"",2,"normal",20,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Bicep Curl (Dumbbell)",0,"",3,"normal",20,12,,,9.5
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Lying Leg Raise",,"",0,"normal",,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Lying Leg Raise",,"",1,"normal",,12,,,
"Fullbody A","7 avr. 2026, 18:20","7 avr. 2026, 19:10","","Lying Leg Raise",,"",2,"normal",,11,,,10
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Treadmill",,"",0,"normal",,,0.5,5,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Pull Up",,"",0,"normal",,2,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Pull Up",,"",1,"normal",,3,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Pull Up",,"",2,"normal",,4,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Pull Up",,"",3,"failure",,3,,,10
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Pull Up",,"",4,"failure",,2,,,10
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Pull Up",,"",5,"failure",,2,,,10
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Swing",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Swing",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Swing",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Swing",0,"",3,"normal",16,18,,,7.5
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Goblet Squat",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Goblet Squat",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Goblet Squat",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Goblet Squat",0,"",3,"normal",16,14,,,9
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Around the World",0,"",0,"normal",16,24,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Around the World",0,"",1,"normal",16,24,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Around the World",0,"",2,"normal",16,24,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Around the World",0,"",3,"normal",16,32,,,7
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Curl",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Curl",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Curl",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Kettlebell Curl",0,"",3,"normal",16,14,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Thruster (Kettlebell)",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Thruster (Kettlebell)",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Thruster (Kettlebell)",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","3 avr. 2026, 17:47","3 avr. 2026, 18:31","","Thruster (Kettlebell)",0,"",3,"normal",16,12,,,9
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Warm Up",,"",0,"normal",,,,476,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Deadlift (Barbell)",,"6-8",0,"warmup",42,6,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Deadlift (Barbell)",,"6-8",1,"normal",56,6,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Deadlift (Barbell)",,"6-8",2,"normal",56,6,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Deadlift (Barbell)",,"6-8",3,"normal",56,6,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Deadlift (Barbell)",,"6-8",4,"normal",56,6,,,7.5
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bent Over Row (Barbell)",,"8-12",0,"warmup",26,10,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bent Over Row (Barbell)",,"8-12",1,"normal",36,8,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bent Over Row (Barbell)",,"8-12",2,"normal",36,8,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bent Over Row (Barbell)",,"8-12",3,"normal",36,8,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bent Over Row (Barbell)",,"8-12",4,"normal",36,8,,,8
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bench Press (Barbell)",,"",0,"normal",42,14,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bench Press (Barbell)",,"",1,"normal",42,13,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bench Press (Barbell)",,"",2,"normal",42,12,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Bench Press (Barbell)",,"",3,"normal",42,11,,,10
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Lateral Raise (Dumbbell)",,"",0,"normal",20,13,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Lateral Raise (Dumbbell)",,"",1,"normal",20,14,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,9
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","EZ Bar Biceps Curl",,"",0,"normal",28,12,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","EZ Bar Biceps Curl",,"",1,"normal",28,12,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","EZ Bar Biceps Curl",,"",2,"normal",28,12,,,10
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Crunch (Weighted)",,"",0,"normal",20,8,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Crunch (Weighted)",,"",1,"normal",20,8,,,
"Full Body B","1 avr. 2026, 18:55","1 avr. 2026, 20:00","","Crunch (Weighted)",,"",2,"normal",20,8,,,8
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Warm Up",,"",0,"normal",,,,489,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",0,"normal",,2,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",1,"normal",,3,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",2,"normal",,2,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",3,"normal",,2,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",4,"normal",,2,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",5,"normal",,2,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",6,"normal",,2,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Pull Up",,"",7,"normal",,2,,,10
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",0,"normal",28,10,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",1,"normal",28,10,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",2,"normal",28,8,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",3,"normal",28,8,,,8
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bench Press (Barbell)",,"",0,"warmup",22,8,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bench Press (Barbell)",,"",1,"normal",46,8,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bench Press (Barbell)",,"",2,"normal",46,8,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bench Press (Barbell)",,"",3,"normal",46,8,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bench Press (Barbell)",,"",4,"normal",46,8,,,8.5
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",0,"normal",20,12,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",1,"normal",20,10,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",2,"normal",20,10,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",3,"normal",20,13,,,7
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",0,"normal",20,12,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",1,"normal",20,10,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",2,"normal",20,10,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",3,"normal",20,13,,,7
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Lying Leg Raise",,"",0,"normal",,12,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Lying Leg Raise",,"",1,"normal",,12,,,
"Fullbody A","30 mars 2026, 18:52","30 mars 2026, 19:45","","Lying Leg Raise",,"",2,"normal",,7,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Warm Up",,"",0,"normal",,,,489,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Treadmill",,"",0,"normal",,,1.4,600,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Kettlebell Goblet Squat",,"",0,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Kettlebell Goblet Squat",,"",1,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Kettlebell Goblet Squat",,"",2,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Kettlebell Goblet Squat",,"",3,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Deadlift (Dumbbell)",0,"",0,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Deadlift (Dumbbell)",0,"",1,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Deadlift (Dumbbell)",0,"",2,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Deadlift (Dumbbell)",0,"",3,"normal",20,14,,,8
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Bent Over Row (Dumbbell)",0,"",0,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Bent Over Row (Dumbbell)",0,"",1,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Bent Over Row (Dumbbell)",0,"",2,"normal",20,14,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Bent Over Row (Dumbbell)",0,"",3,"normal",20,14,,,10
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Concentration Curl",,"",0,"normal",10,20,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Concentration Curl",,"",1,"normal",10,20,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Concentration Curl",,"",2,"normal",10,20,,,10
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Shrug (Dumbbell)",,"10/10 deux bras en même temps",0,"normal",20,10,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Shrug (Dumbbell)",,"10/10 deux bras en même temps",1,"normal",20,10,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Shrug (Dumbbell)",,"10/10 deux bras en même temps",2,"normal",20,10,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Skullcrusher (Dumbbell)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Skullcrusher (Dumbbell)",,"",1,"normal",20,10,,,
"Afternoon workout 💪","26 mars 2026, 18:05","26 mars 2026, 18:52","","Skullcrusher (Dumbbell)",,"",2,"normal",20,7,,,10
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Warm Up",,"",0,"normal",,,,489,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",0,"normal",,2,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",1,"normal",,2,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",2,"normal",,2,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",3,"normal",,2,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",4,"normal",,2,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",5,"normal",,2,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",6,"normal",,2,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Pull Up",,"",7,"normal",,2,,,10
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",0,"normal",28,8,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",1,"normal",28,8,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",2,"normal",28,8,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Kettlebell Goblet Squat",,"",3,"normal",28,8,,,8.5
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bench Press (Barbell)",,"",0,"warmup",22,8,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bench Press (Barbell)",,"",1,"normal",42,12,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bench Press (Barbell)",,"",2,"normal",42,12,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bench Press (Barbell)",,"",3,"normal",42,12,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bench Press (Barbell)",,"",4,"normal",42,12,,,10
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",0,"normal",20,10,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",1,"normal",20,10,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",2,"normal",20,10,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Overhead Press (Dumbbell)",0,"",3,"normal",20,10,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",0,"normal",20,10,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",1,"normal",20,10,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",2,"normal",20,10,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Bicep Curl (Dumbbell)",0,"",3,"normal",20,10,,,10
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Lying Leg Raise",,"",0,"normal",,12,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Lying Leg Raise",,"",1,"normal",,12,,,
"Fullbody A","24 mars 2026, 18:54","24 mars 2026, 19:45","","Lying Leg Raise",,"",2,"normal",,9,,,10
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Swing",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Swing",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Swing",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Swing",0,"",3,"normal",16,16,,,7
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Goblet Squat",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Goblet Squat",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Goblet Squat",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Goblet Squat",0,"",3,"normal",16,13,,,8
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Around the World",0,"",0,"normal",16,24,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Around the World",0,"",1,"normal",16,24,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Around the World",0,"",2,"normal",16,24,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Around the World",0,"",3,"normal",16,24,,,8
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Curl",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Curl",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Curl",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Kettlebell Curl",0,"",3,"normal",16,12,,,7
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Thruster (Kettlebell)",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Thruster (Kettlebell)",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Thruster (Kettlebell)",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","22 mars 2026, 19:24","22 mars 2026, 19:54","","Thruster (Kettlebell)",0,"",3,"normal",16,12,,,9
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Warm Up",,"",0,"normal",,,,384,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Deadlift (Barbell)",,"",0,"warmup",42,6,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Deadlift (Barbell)",,"",1,"normal",52,8,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Deadlift (Barbell)",,"",2,"normal",52,8,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Deadlift (Barbell)",,"",3,"normal",52,8,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Deadlift (Barbell)",,"",4,"normal",52,8,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bent Over Row (Barbell)",,"",0,"warmup",26,10,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bent Over Row (Barbell)",,"",1,"normal",34,12,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bent Over Row (Barbell)",,"",2,"normal",34,12,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bent Over Row (Barbell)",,"",3,"normal",34,12,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bent Over Row (Barbell)",,"",4,"normal",34,12,,,8
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bench Press (Barbell)",,"",0,"normal",42,13,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bench Press (Barbell)",,"",1,"normal",42,12,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bench Press (Barbell)",,"",2,"normal",42,11,,,10
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Bench Press (Barbell)",,"",3,"normal",42,10,,,10
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Lateral Raise (Dumbbell)",,"",1,"normal",20,14,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,10
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","EZ Bar Biceps Curl",,"",0,"normal",28,12,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","EZ Bar Biceps Curl",,"",1,"normal",28,10,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","EZ Bar Biceps Curl",,"",2,"normal",28,10,,,8.5
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Crunch (Weighted)",,"",0,"normal",16,15,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Crunch (Weighted)",,"",1,"normal",16,14,,,
"Full Body B","19 mars 2026, 19:11","19 mars 2026, 20:10","","Crunch (Weighted)",,"",2,"normal",16,15,,,10
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Warm Up",,"",0,"normal",,,,420,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",0,"normal",,2,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",1,"normal",,2,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",2,"normal",,2,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",3,"normal",,2,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",4,"normal",,2,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",5,"normal",,2,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",6,"normal",,2,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Pull Up",,"",7,"normal",,1,,,10
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Kettlebell Goblet Squat",,"",0,"normal",20,14,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Kettlebell Goblet Squat",,"",1,"normal",20,14,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Kettlebell Goblet Squat",,"",2,"normal",20,12,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Kettlebell Goblet Squat",,"",3,"normal",20,12,,,9
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bench Press (Barbell)",,"",0,"warmup",22,8,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bench Press (Barbell)",,"",1,"normal",42,12,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bench Press (Barbell)",,"",2,"normal",42,12,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bench Press (Barbell)",,"",3,"normal",42,8,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bench Press (Barbell)",,"",4,"normal",42,8,,,10
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bicep Curl (Dumbbell)",0,"",0,"normal",20,10,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bicep Curl (Dumbbell)",0,"",1,"normal",20,10,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bicep Curl (Dumbbell)",0,"",2,"normal",20,10,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Bicep Curl (Dumbbell)",0,"",3,"normal",20,10,,,10
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Overhead Press (Dumbbell)",0,"",0,"normal",20,10,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Overhead Press (Dumbbell)",0,"",1,"normal",20,10,,,
