"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",4,"normal",16,14,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",5,"normal",16,14,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",6,"normal",16,14,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",7,"normal",16,14,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",0,"normal",16,6,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",1,"normal",16,6,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",2,"normal",16,6,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",3,"normal",16,6,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",4,"normal",16,6,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",5,"normal",16,6,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",6,"normal",16,6,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Halo",,"",7,"normal",16,18,,,9
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Around the World",,"",0,"normal",16,14,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Around the World",,"",1,"normal",16,14,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Around the World",,"",2,"normal",16,14,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Around the World",,"",3,"normal",16,14,,,7.5
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Warm Up",,"",0,"normal",,,,492,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Kettlebell Goblet Squat",,"",0,"normal",16,14,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Kettlebell Goblet Squat",,"",1,"normal",16,14,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Kettlebell Goblet Squat",,"",2,"normal",16,14,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Kettlebell Goblet Squat",,"",3,"normal",16,14,,,9
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bent Over Row (Barbell)",,"",0,"normal",30,10,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bent Over Row (Barbell)",,"",1,"normal",30,10,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bent Over Row (Barbell)",,"",2,"normal",30,10,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bent Over Row (Barbell)",,"",3,"normal",30,10,,,8
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Floor Press (Dumbbell)",,"",0,"normal",26,11,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Floor Press (Dumbbell)",,"",1,"normal",26,12,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Floor Press (Dumbbell)",,"",2,"normal",26,13,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Floor Press (Dumbbell)",,"",3,"normal",26,14,,,9.5
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bicep Curl (Dumbbell)",0,"",0,"normal",16,14,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bicep Curl (Dumbbell)",0,"",1,"normal",16,11,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bicep Curl (Dumbbell)",0,"",2,"normal",16,13,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Bicep Curl (Dumbbell)",0,"",3,"normal",16,12,,,8.5
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Overhead Press (Dumbbell)",0,"",0,"normal",16,14,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Overhead Press (Dumbbell)",0,"",1,"normal",16,11,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Overhead Press (Dumbbell)",0,"",2,"normal",16,13,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Overhead Press (Dumbbell)",0,"",3,"normal",16,12,,,9.5
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Lying Leg Raise",,"",0,"normal",,14,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Lying Leg Raise",,"",1,"normal",,14,,,9
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Lying Leg Raise",,"",2,"normal",,13,,,8.5
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Pull Up",,"RPE 8 a chaque série",0,"normal",,2,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Pull Up",,"RPE 8 a chaque série",1,"normal",,1,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Pull Up",,"RPE 8 a chaque série",2,"normal",,1,,,
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Pull Up",,"RPE 8 a chaque série",3,"normal",,1,,,9.5
"Fullbody A","19 févr. 2026, 17:21","19 févr. 2026, 18:07","","Pull Up",,"RPE 8 a chaque série",4,"normal",,0,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Swing",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Swing",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Swing",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Swing",0,"",3,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Goblet Squat",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Goblet Squat",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Goblet Squat",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Goblet Squat",0,"",3,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Around the World",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Around the World",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Around the World",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Around the World",0,"",3,"normal",16,12,,,7
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Curl",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Curl",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Curl",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Kettlebell Curl",0,"",3,"normal",16,12,,,8
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Thruster (Kettlebell)",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Thruster (Kettlebell)",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Thruster (Kettlebell)",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","17 févr. 2026, 18:54","17 févr. 2026, 19:15","","Thruster (Kettlebell)",0,"",3,"normal",16,8,,,10
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Warm Up",,"Échauffement farmer carry 20kg 400m",0,"normal",,,,806,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Bent Over Row (Barbell)",,"",0,"normal",30,10,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Bent Over Row (Barbell)",,"",1,"normal",30,10,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Bent Over Row (Barbell)",,"",2,"normal",30,10,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Bent Over Row (Barbell)",,"",3,"normal",30,10,,,7.5
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Deadlift (Barbell)",,"Lent et contrôlé",0,"normal",30,10,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Deadlift (Barbell)",,"Lent et contrôlé",1,"normal",30,10,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Deadlift (Barbell)",,"Lent et contrôlé",2,"normal",30,10,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Deadlift (Barbell)",,"Lent et contrôlé",3,"normal",30,10,,,7
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Floor Press (Barbell)",,"",0,"normal",30,8,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Floor Press (Barbell)",,"",1,"normal",30,8,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Floor Press (Barbell)",,"",2,"normal",30,8,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Floor Press (Barbell)",,"",3,"normal",30,14,,,6
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Lateral Raise (Dumbbell)",,"",0,"normal",16,14,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Lateral Raise (Dumbbell)",,"",1,"normal",16,14,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Lateral Raise (Dumbbell)",,"",2,"normal",16,14,,,9
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","EZ Bar Biceps Curl",,"",0,"normal",26,12,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","EZ Bar Biceps Curl",,"",1,"normal",26,12,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","EZ Bar Biceps Curl",,"",2,"normal",26,12,,,9.5
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Crunch (Weighted)",,"",0,"normal",16,8,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Crunch (Weighted)",,"",1,"normal",16,8,,,
"Full Body B","15 févr. 2026, 13:40","15 févr. 2026, 14:33","","Crunch (Weighted)",,"",2,"normal",16,12,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Warm Up",,"",0,"normal",,,,492,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Squat (Barbell)",,"",0,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Squat (Barbell)",,"",1,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Squat (Barbell)",,"",2,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Squat (Barbell)",,"",3,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Squat (Barbell)",,"",4,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Deadlift (Barbell)",,"",0,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Deadlift (Barbell)",,"",1,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Deadlift (Barbell)",,"",2,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Deadlift (Barbell)",,"",3,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bent Over Row (Barbell)",,"",0,"normal",26,10,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bent Over Row (Barbell)",,"",1,"normal",26,10,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bent Over Row (Barbell)",,"",2,"normal",26,10,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bent Over Row (Barbell)",,"",3,"normal",26,10,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bent Over Row (Barbell)",,"",4,"normal",26,10,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","EZ Bar Biceps Curl",,"",0,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","EZ Bar Biceps Curl",,"",1,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","EZ Bar Biceps Curl",,"",2,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","EZ Bar Biceps Curl",,"",3,"normal",26,6,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bench Press (Barbell)",,"",0,"normal",26,10,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bench Press (Barbell)",,"",1,"normal",26,10,,,
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bench Press (Barbell)",,"",2,"normal",26,10,,,7
"Entraînement du soir 🏋️","12 févr. 2026, 18:58","12 févr. 2026, 19:30","","Bench Press (Barbell)",,"",3,"normal",26,10,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Warm Up",,"",0,"normal",,,,492,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Swing",0,"",0,"normal",16,14,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Swing",0,"",1,"normal",16,14,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Swing",0,"",2,"normal",16,14,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Swing",0,"",3,"normal",16,14,,,8
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Swing",0,"",4,"normal",16,14,,,8.5
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Thruster (Kettlebell)",0,"",0,"normal",16,14,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Thruster (Kettlebell)",0,"",1,"normal",16,14,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Thruster (Kettlebell)",0,"",2,"normal",16,14,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Thruster (Kettlebell)",0,"",3,"normal",16,10,,,10
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Thruster (Kettlebell)",0,"",4,"normal",16,8,,,10
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Halo",0,"",0,"normal",12,8,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Halo",0,"",1,"normal",12,8,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Halo",0,"",2,"normal",12,8,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Halo",0,"",3,"normal",12,8,,,8
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Halo",0,"",4,"normal",12,8,,,8
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Curl",1,"",0,"normal",16,10,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Curl",1,"",1,"normal",16,10,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Curl",1,"",2,"normal",16,10,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Kettlebell Curl",1,"",3,"normal",16,10,,,8
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Floor Press (Dumbbell)",1,"",0,"normal",16,10,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Floor Press (Dumbbell)",1,"",1,"normal",16,10,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Floor Press (Dumbbell)",1,"",2,"normal",16,10,,,
"Evening workout 🏋️","9 févr. 2026, 18:35","9 févr. 2026, 19:05","","Floor Press (Dumbbell)",1,"",3,"normal",16,10,,,6
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Warm Up",,"",0,"normal",,,,492,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Kettlebell Goblet Squat",,"",0,"normal",16,13,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Kettlebell Goblet Squat",,"",1,"normal",16,16,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Kettlebell Goblet Squat",,"",2,"normal",16,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Kettlebell Goblet Squat",,"",3,"normal",16,12,,,8.5
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bent Over Row (Barbell)",,"",0,"normal",30,8,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bent Over Row (Barbell)",,"",1,"normal",30,8,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bent Over Row (Barbell)",,"",2,"normal",30,8,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bent Over Row (Barbell)",,"",3,"normal",30,8,,,7.5
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Floor Press (Dumbbell)",,"",0,"normal",20,11,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Floor Press (Dumbbell)",,"",1,"normal",20,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Floor Press (Dumbbell)",,"",2,"normal",20,13,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Floor Press (Dumbbell)",,"",3,"normal",20,14,,,7
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bicep Curl (Dumbbell)",0,"",0,"normal",8,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bicep Curl (Dumbbell)",0,"",1,"normal",8,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bicep Curl (Dumbbell)",0,"",2,"normal",8,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Bicep Curl (Dumbbell)",0,"",3,"normal",8,12,,,9
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Overhead Press (Dumbbell)",0,"",0,"normal",8,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Overhead Press (Dumbbell)",0,"",1,"normal",8,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Overhead Press (Dumbbell)",0,"",2,"normal",8,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Overhead Press (Dumbbell)",0,"",3,"normal",8,12,,,9
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Lying Leg Raise",,"",0,"normal",,14,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Lying Leg Raise",,"",1,"normal",,12,,,
"Fullbody A","5 févr. 2026, 18:17","5 févr. 2026, 18:54","","Lying Leg Raise",,"",2,"normal",,12,,,8.5
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Warm Up",,"",0,"normal",,,,349,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Bent Over Row (Barbell)",,"",0,"normal",28,14,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Bent Over Row (Barbell)",,"",1,"normal",28,14,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Bent Over Row (Barbell)",,"",2,"normal",28,14,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Bent Over Row (Barbell)",,"",3,"normal",28,14,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Lunge (Dumbbell)",,"",0,"normal",16,10,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Lunge (Dumbbell)",,"",1,"normal",16,9,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Lunge (Dumbbell)",,"",2,"normal",16,9,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Lunge (Dumbbell)",,"",3,"normal",16,9,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Decline Push Up",,"",0,"normal",,8,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Decline Push Up",,"",1,"normal",,9,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Decline Push Up",,"",2,"normal",,9,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Lateral Raise (Dumbbell)",,"",0,"normal",16,12,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Lateral Raise (Dumbbell)",,"",1,"normal",16,12,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Lateral Raise (Dumbbell)",,"",2,"normal",16,12,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","EZ Bar Biceps Curl",,"",0,"normal",26,10,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","EZ Bar Biceps Curl",,"",1,"normal",26,10,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","EZ Bar Biceps Curl",,"",2,"normal",26,10,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Crunch (Weighted)",,"",0,"normal",12,12,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Crunch (Weighted)",,"",1,"normal",12,12,,,
"Full Body B","3 févr. 2026, 18:24","3 févr. 2026, 19:15","","Crunch (Weighted)",,"",2,"normal",12,12,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Warm Up",,"",0,"normal",,,,323,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Thruster (Kettlebell)",0,"",0,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Thruster (Kettlebell)",0,"",1,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Thruster (Kettlebell)",0,"",2,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Thruster (Kettlebell)",0,"",3,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell High Pull",0,"",0,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell High Pull",0,"",1,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell High Pull",0,"",2,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell High Pull",0,"",3,"normal",16,6,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Curl",0,"",0,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Curl",0,"",1,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Curl",0,"",2,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Curl",0,"",3,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Swing",0,"",0,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Swing",0,"",1,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Swing",0,"",2,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Kettlebell Swing",0,"",3,"normal",16,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Skullcrusher (Dumbbell)",0,"",0,"normal",14,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Skullcrusher (Dumbbell)",0,"",1,"normal",14,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Skullcrusher (Dumbbell)",0,"",2,"normal",14,14,,,
"Emom 20min upper","29 janv. 2026, 17:25","29 janv. 2026, 17:51","","Skullcrusher (Dumbbell)",0,"",3,"normal",14,14,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Warm Up",,"Tapis de course a 6 pendant 3min et échauffement habituel",0,"normal",,,,412,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Kettlebell Goblet Squat",,"",0,"normal",16,12,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Kettlebell Goblet Squat",,"",1,"normal",16,12,,,
